,name,host_since,host_response_time,host_response_rate,host_is_superhost,host_identity_verified,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,has_availability,first_review,last_review,instant_bookable,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
24,Small Vintage apartment near Old Quebec,2020-12-30,within an hour,100%,t,t,Saint-Jean-Baptiste,Entire rental unit,Entire home/apt,1 bath,"[""Exterior security cameras on property"", ""Extra pillows and blankets"", ""Free street parking"", ""Clothing storage: closet"", ""Smart lock"", ""Fire extinguisher"", ""Hot water kettle"", ""Oven"", ""Dryer"", ""Essentials"", ""Smoke alarm"", ""Self check-in"", ""Coffee maker: Keurig coffee machine"", ""Body soap"", ""Heating"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Bed linens"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hot water"", ""Luggage dropoff allowed"", ""TV with Netflix"", ""Hangers"", ""Baking sheet"", ""Iron"", ""Refrigerator"", ""Room-darkening shades"", ""Dedicated workspace"", ""Hair dryer"", ""Stove"", ""Washer"", ""Paid parking garage off premises"", ""Microwave"", ""Portable air conditioning"", ""Shower gel"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2021-02-14,2024-10-04,f,46.81213,-71.21644,3.0,1.0,1.0,2.0,101.0,31.0,1125,8,38,68,158,166.0,17.0,0.0,4.7,4.84,4.82,4.96,4.84,4.93,4.71,1.0,1.0,0.0,0.0,3.65
25,LD300-Les Lofts Dorchester- Par Les Lofts Vieux-QC,2021-01-26,within an hour,88%,f,t,Saint-Roch,Entire serviced apartment,Entire home/apt,1 bath,"[""Fire extinguisher"", ""Private entrance"", ""Paid dryer \u2013 In building"", ""Single level home"", ""Oven"", ""Essentials"", ""Smoke alarm"", ""Self check-in"", ""Paid washer \u2013 In building"", ""Heating"", ""Bed linens"", ""Dishes and silverware"", ""First aid kit"", ""Crib"", ""Hot water"", ""TV with standard cable"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Dedicated workspace"", ""Keypad"", ""Hair dryer"", ""Stove"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Shower gel"", ""Cooking basics"", ""Paid parking off premises"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2021-06-06,2021-10-03,f,46.81195,-71.22592,4.0,1.0,2.0,2.0,196.0,31.0,1125,11,41,71,325,5.0,0.0,0.0,4.8,4.9,5.0,4.9,4.9,4.8,4.8,6.1,4.3,0.0,0.0,0.12
26,"FamilyHouse, QuebecCity, SPA, PoolTable, 4 bedroom",2021-02-21,within an hour,100%,t,t,Saint-Sacrement,Entire home,Entire home/apt,2.5 baths,"[""Free street parking"", ""Free dryer \u2013 In unit"", ""Pack \u2019n play/Travel crib"", ""Children\u2019s books and toys"", ""Smoke alarm"", ""Fire pit"", ""Heating"", ""Toaster"", ""Books and reading material"", ""Long term stays allowed"", ""First aid kit"", ""Free parking on premises"", ""Hot water"", ""Luggage dropoff allowed"", ""Mosquito net"", ""Refrigerator"", ""Outdoor furniture"", ""Bidet"", ""Hair dryer"", ""Lockbox"", ""Central air conditioning"", ""Shower gel"", ""Dining table"", ""Children's playroom"", ""Private backyard \u2013 Not fully fenced"", ""Pool table"", ""Conditioner"", ""Extra pillows and blankets"", ""Private entrance"", ""Hot water kettle"", ""Blender"", ""Essentials"", ""Cleaning available during stay"", ""Barbecue utensils"", ""Bathtub"", ""Ceiling fan"", ""Wine glasses"", ""Outdoor dining area"", ""Crib"", ""Baking sheet"", ""Iron"", ""Private hot tub - available all year, open 24 hours"", ""Coffee maker"", ""Sun loungers"", ""LG stainless steel electric stove"", ""Ping pong table"", ""Courtyard view"", ""Baby safety gates"", ""Body soap"", ""Coffee"", ""Bed linens"", ""Private patio or balcony"", ""Hangers"", ""BBQ grill"", ""Dedicated workspace"", ""Children\u2019s dinnerware"", ""Indoor fireplace: wood-burning"", ""Drying rack for clothing"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Ethernet connection"", ""Hammock"", ""50 inch HDTV with Amazon Prime Video"", ""Board games"", ""Freezer"", ""Fire extinguisher"", ""Oven"", ""Self check-in"", ""Clothing storage"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Room-darkening shades"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishwasher"", ""Resort access"", ""Shampoo""]",t,2021-06-11,2024-10-30,t,46.8,-71.2511,3.8,1.0,1.4,1.8,261.0,31.0,1125,12,29,59,105,197.0,65.0,7.0,4.84,4.89,4.74,4.91,4.94,4.9,4.73,1.0,1.0,0.0,0.0,4.74
27,Magnifique logement centre ville près de tout!,2021-06-14,within an hour,96%,f,t,Saint-Sauveur,Entire condo,Entire home/apt,1 bath,"[""Central heating"", ""Fire extinguisher"", ""Private entrance"", ""Washer"", ""TV"", ""Dishes and silverware"", ""Free parking on premises"", ""Hot water"", ""Microwave"", ""Smoke alarm"", ""Stainless steel oven"", ""Resort access"", ""Kitchen"", ""Wifi"", ""Dedicated workspace""]",t,2021-09-30,2024-10-16,t,46.80672,-71.24474,5.0,1.0,2.0,3.0,86.0,31.0,365,23,44,74,335,42.8,54.0,2.0,4.62,4.75,4.83,4.79,4.9,4.42,4.53,2.0,2.0,0.0,0.0,6.23
28,554-2 Bel appartement bien situé,2014-07-01,within an hour,100%,f,t,Saint-Sauveur,Entire rental unit,Entire home/apt,1 bath,"[""Clothing storage: closet and dresser"", ""Freezer"", ""Hot water kettle"", ""Oven"", ""Essentials"", ""20 inch TV with Fire TV"", ""Smoke alarm"", ""Self check-in"", ""Bathtub"", ""Ceiling fan"", ""Heating"", ""Toaster"", ""Bed linens"", ""Dishes and silverware"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Coffee maker: pour-over coffee"", ""Keypad"", ""Microwave"", ""Dining table"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Wifi""]",t,2022-05-01,2024-11-01,f,46.80746,-71.23909,2.0,1.0,1.0,1.0,56.0,2.0,365,11,11,11,11,172.0,47.0,6.0,4.59,4.7,4.65,4.84,4.84,4.5,4.62,2.0,2.0,0.0,0.0,5.58
29,Complexe Le Caïman 509 | Swimming pool + Terrace,2022-04-13,within an hour,100%,f,t,Saint-Roch,Entire rental unit,Entire home/apt,1 bath,"[""Conditioner"", ""Elevator"", ""Freezer"", ""Patio or balcony"", ""Fire extinguisher"", ""Hot water kettle"", ""Private entrance"", ""Gym"", ""Single level home"", ""Oven"", ""Dryer"", ""Essentials"", ""Smoke alarm"", ""Clothing storage"", ""Body soap"", ""Heating"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Bed linens"", ""Pool"", ""Dishes and silverware"", ""First aid kit"", ""Hot water"", ""Mosquito net"", ""TV with standard cable"", ""Iron"", ""Refrigerator"", ""Outdoor furniture"", ""Air conditioning"", ""Room-darkening shades"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hair dryer"", ""Stove"", ""Washer"", ""Paid parking garage off premises"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Shower gel"", ""Dining table"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2022-09-11,2024-11-03,t,46.81392,-71.22052,4.0,1.0,1.0,2.0,102.0,1.0,1125,15,32,62,152,31.0,17.0,3.0,4.58,4.68,4.68,4.77,4.71,4.65,4.39,13.0,13.0,0.0,0.0,1.18
30,Charmant condo au coeur de Limoilou,2022-06-25,within an hour,100%,t,t,Vieux-Limoilou,Entire condo,Entire home/apt,1 bath,"[""Heating"", ""Hair dryer"", ""Dryer"", ""Washer"", ""TV"", ""Dishes and silverware"", ""Lockbox"", ""Outdoor dining area"", ""Portable air conditioning"", ""Smoke alarm"", ""Free street parking"", ""Refrigerator"", ""Kitchen"", ""Self check-in"", ""Wifi"", ""Outdoor furniture"", ""Carbon monoxide alarm""]",t,2022-07-10,2024-09-15,f,46.82699,-71.22844,2.0,1.0,1.0,2.0,75.0,32.0,60,30,60,90,365,23.0,3.0,0.0,4.74,4.83,4.7,4.78,4.83,4.78,4.61,1.0,1.0,0.0,0.0,0.81
31,Superbe logement neuf dans Lebourgneuf.,2015-11-27,within an hour,100%,t,t,Neufchâtel-Est/Lebourgneuf,Entire rental unit,Entire home/apt,1 bath,"[""Central heating"", ""Extra pillows and blankets"", ""Free street parking"", ""Freezer"", ""Clothing storage: closet"", ""Smart lock"", ""Fast wifi \u2013 69 Mbps"", ""Dove conditioner"", ""Fire extinguisher"", ""Hot water kettle"", ""Essentials"", ""Samsung refrigerator"", ""Smoke alarm"", ""Self check-in"", ""Dove shampoo"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Bed linens"", ""Dove body soap"", ""Dishes and silverware"", ""Long term stays allowed"", ""Hot water"", ""Luggage dropoff allowed"", ""Mosquito net"", ""Hangers"", ""TV with Netflix"", ""Baking sheet"", ""Iron"", ""Room-darkening shades"", ""Kitchen aid stainless steel oven"", ""Hair dryer"", ""Central air conditioning"", ""Microwave"", ""Coffee maker"", ""EV charger"", ""Shower gel"", ""Dining table"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Electric stove""]",t,2022-09-18,2024-10-22,f,46.8,-71.2,4.0,1.0,1.0,1.0,111.0,2.0,1125,0,21,51,319,117.0,36.0,2.0,4.97,4.97,4.99,4.94,4.97,4.91,4.89,1.0,1.0,0.0,0.0,4.48
32,Superbe condo avec immense terrasse,2010-12-12,Desconocido,-%,f,t,Saint-Roch,Entire condo,Entire home/apt,1 bath,"[""Coffee maker: espresso machine"", ""Heating - split type ductless system"", ""Extra pillows and blankets"", ""Free street parking"", ""Free dryer \u2013 In unit"", ""Freezer"", ""Fast wifi \u2013 402 Mbps"", ""Hot water kettle"", ""Oven"", ""Essentials"", ""Smoke alarm"", ""Barbecue utensils"", ""Self check-in"", ""Clothing storage"", ""Bathtub"", ""Ceiling fan"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""City skyline view"", ""Bed linens"", ""Books and reading material"", ""Dishes and silverware"", ""Outdoor dining area"", ""Paid parking lot off premises"", ""Hot water"", ""Long term stays allowed"", ""Whirlpool electric stove"", ""Private patio or balcony"", ""Luggage dropoff allowed"", ""Hangers"", ""BBQ grill"", ""Baking sheet"", ""Iron"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Outdoor furniture"", ""Room-darkening shades"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Bidet"", ""Hair dryer"", ""Lockbox"", ""Microwave"", ""Dishwasher"", ""Dining table"", ""Cleaning products"", ""Cooking basics"", ""Kitchen""]",t,2022-10-03,2024-10-07,f,46.81669,-71.22454,4.0,1.0,2.0,2.0,195.0,3.0,15,8,23,23,23,38.0,14.0,0.0,4.97,4.97,4.92,5.0,5.0,4.71,4.89,1.0,1.0,0.0,0.0,1.48
33,Belle grande maison à Ste-Foy/Québec,2017-03-25,Desconocido,-%,f,t,Saint-Louis,Entire home,Entire home/apt,1.5 baths,"[""Central heating"", ""Private gym in building"", ""Coffee maker: espresso machine"", ""Free street parking"", ""Board games"", ""Freezer"", ""Fire extinguisher"", ""Hot water kettle"", ""Blender"", ""Essentials"", ""Cleaning available during stay"", ""Sound system with Bluetooth and aux"", ""Shared beach access"", ""Smoke alarm"", ""Stainless steel oven"", ""Barbecue utensils"", ""Kitchen"", ""Bathtub"", ""Fire pit"", ""Wine glasses"", ""Toaster"", ""Private backyard"", ""Bed linens"", ""Books and reading material"", ""Dishes and silverware"", ""Free parking on premises"", ""Outdoor dining area"", ""Long term stays allowed"", ""Hot water"", ""Luggage dropoff allowed"", ""Private patio or balcony"", ""Mosquito net"", ""Hangers"", ""BBQ grill"", ""Baking sheet"", ""Iron"", ""Refrigerator"", ""Exercise equipment"", ""Room-darkening shades"", ""Outdoor furniture"", ""Dedicated workspace"", ""Free dryer"", ""Hair dryer"", ""Washer"", ""TV"", ""Game console: Nintendo Wii and PS3"", ""Central air conditioning"", ""Microwave"", ""Dishwasher"", ""Dining table"", ""Drying rack for clothing"", ""Cleaning products"", ""Cooking basics"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Wifi"", ""Electric stove""]",t,23/01/2025,24/01/2025,f,46.8,-71.2,4.0,1.0,2.0,2.0,143.2,31.0,365,0,0,0,0,0.0,0.0,0.0,4.7,4.8,5.0,5.0,5.0,4.8,4.7,1.0,1.0,0.0,0.0,2.4
34,Atypiq - Ambiance & Hôtel,2016-05-20,Desconocido,-%,f,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,Room in hotel,Private room,1 private bath,"[""Fire extinguisher"", ""Fire pit"", ""Exterior security cameras on property"", ""Washer"", ""TV"", ""First aid kit"", ""Outdoor dining area"", ""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Outdoor furniture"", ""Air conditioning"", ""Dedicated workspace""]",t,2022-11-27,2023-04-30,t,46.81277,-71.20923,2.0,1.0,1.0,2.0,143.2,31.0,1125,0,0,0,0,14.0,0.0,0.0,4.93,4.86,5.0,4.71,4.9,5.0,4.57,1.0,0.0,0.0,0.0,0.59
35,Initial | La cabine | Québec,2014-08-12,within an hour,100%,t,t,Saint-Roch,Entire rental unit,Entire home/apt,1 bath,"[""Wifi \u2013 20 Mbps"", ""Exterior security cameras on property"", ""Elevator"", ""Freezer"", ""Smart lock"", ""Fire extinguisher"", ""Hot water kettle"", ""Paid dryer \u2013 In building"", ""Oven"", ""Essentials"", ""Smoke alarm"", ""Self check-in"", ""32 inch TV with Disney+, standard cable"", ""Coffee maker: Keurig coffee machine"", ""Body soap"", ""Heating"", ""Wine glasses"", ""Toaster"", ""Free parking garage on premises \u2013 1 space"", ""Coffee"", ""Dishes and silverware"", ""First aid kit"", ""Hot water"", ""Baking sheet"", ""Iron"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Dedicated workspace"", ""Hair dryer"", ""Stove"", ""Washer"", ""Microwave"", ""Shower gel"", ""Dining table"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Shampoo""]",t,2022-12-18,2024-11-08,t,46.8138297,-71.2253456,2.0,1.0,1.0,1.0,91.0,1.0,1125,15,32,62,337,105.0,51.0,1.4,4.69,4.7,4.74,4.84,4.92,4.5,4.52,6.1,4.3,0.0,0.0,4.55
36,Small & cozy loft in Quebec City,2016-12-29,within an hour,100%,f,t,Saint-Sauveur,Entire rental unit,Entire home/apt,1 bath,"[""Radiant heating"", ""Game console: Xbox One"", ""Extra pillows and blankets"", ""Free street parking"", ""Freezer"", ""Fire extinguisher"", ""Essentials"", ""Cleaning available during stay"", ""55 inch HDTV with Netflix"", ""Single oven"", ""Kitchenette"", ""Smoke alarm"", ""Self check-in"", ""Body soap"", ""Clothing storage: closet and wardrobe"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Bed linens"", ""Books and reading material"", ""Dishes and silverware"", ""First aid kit"", ""Long term stays allowed"", ""Hot water"", ""Backyard"", ""Hangers"", ""Refrigerator"", ""Outdoor furniture"", ""Room-darkening shades"", ""Mini fridge"", ""Lockbox"", ""Microwave"", ""Shower gel"", ""Dining table"", ""Cleaning products"", ""Paid parking off premises"", ""Wifi""]",t,2023-02-05,2024-10-05,t,46.8061,-71.23888,2.0,1.0,1.0,1.0,65.0,1.0,61,23,43,67,67,51.0,21.0,0.0,4.67,4.73,4.86,4.84,4.88,4.57,4.61,1.0,1.0,0.0,0.0,2.38
37,Vieux-Québec sur 2 étages+murs de pierre :1 ch+bur,2018-07-30,within an hour,100%,t,t,Saint-Jean-Baptiste,Entire rental unit,Entire home/apt,1 bath,"[""AC - split type ductless system"", ""Courtyard view"", ""Heating - split type ductless system"", ""Free street parking"", ""Free dryer \u2013 In unit"", ""Freezer"", ""Autre stainless steel single oven"", ""Cooking basics"", ""Private entrance"", ""Hot water kettle"", ""Essentials"", ""Cleaning available during stay"", ""Coffee maker: drip coffee maker"", ""Smoke alarm"", ""Autre stainless steel electric stove"", ""Bathtub"", ""Shared backyard \u2013 Not fully fenced"", ""Wine glasses"", ""Toaster"", ""Paid parking lot on premises \u2013 1 space"", ""Bed linens"", ""Paid parking lot off premises"", ""Dishes and silverware"", ""Long term stays allowed"", ""Outdoor dining area"", ""Hot water"", ""Mosquito net"", ""Hangers"", ""Baking sheet"", ""Iron"", ""Pets allowed"", ""Free washer \u2013 In unit"", ""Outdoor furniture"", ""Room-darkening shades"", ""Dedicated workspace"", ""Autre refrigerator"", ""Hair dryer"", ""Microwave"", ""Dishwasher"", ""Dining table"", ""Cleaning products"", ""48 inch HDTV with Roku"", ""Kitchen"", ""Wifi"", ""Clothing storage: closet, wardrobe, and dresser""]",t,23/01/2025,24/01/2025,t,46.81129,-71.22167,4.0,1.0,2.0,1.0,106.0,31.0,365,2,32,62,337,0.0,0.0,0.0,4.7,4.8,5.0,5.0,5.0,4.8,4.7,25.0,4.3,0.0,0.0,2.4
38,"Apt 2 ch, près Grand Théâtre",2013-06-06,within a day,100%,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,Entire rental unit,Entire home/apt,1 bath,"[""AC - split type ductless system"", ""Heating - split type ductless system"", ""Extra pillows and blankets"", ""Free dryer \u2013 In unit"", ""Freezer"", ""Autre stainless steel single oven"", ""Private entrance"", ""Hot water kettle"", ""Single level home"", ""Essentials"", ""Coffee maker: drip coffee maker"", ""Smoke alarm"", ""Autre stainless steel electric stove"", ""Bathtub"", ""Wine glasses"", ""Toaster"", ""Bed linens"", ""Long term stays allowed"", ""Dishes and silverware"", ""Free parking on premises"", ""Outdoor dining area"", ""Hot water"", ""Luggage dropoff allowed"", ""Mosquito net"", ""Hangers"", ""Baking sheet"", ""Iron"", ""Pets allowed"", ""Outdoor furniture"", ""Room-darkening shades"", ""Dedicated workspace"", ""Autre refrigerator"", ""Hair dryer"", ""Washer"", ""TV"", ""Paid parking garage off premises"", ""Shared patio or balcony"", ""Microwave"", ""Dishwasher"", ""Dining table"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Clothing storage: closet, wardrobe, and dresser""]",t,23/01/2025,24/01/2025,t,46.80604,-71.22035,6.0,1.0,2.0,2.0,99.0,31.0,365,0,17,47,322,0.0,0.0,0.0,4.7,4.8,5.0,5.0,5.0,4.8,4.7,6.0,6.0,0.0,0.0,2.4
39,Loft au coeur du Vieux-Québec,2023-03-14,within an hour,100%,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,Entire rental unit,Entire home/apt,1 bath,"[""Fire extinguisher"", ""Heating"", ""Essentials"", ""Bed linens"", ""TV"", ""Air conditioning"", ""First aid kit"", ""Dishes and silverware"", ""Hot water"", ""Coffee maker"", ""Smoke alarm"", ""Refrigerator"", ""Kitchen"", ""Wifi"", ""Washer \u2013\u00a0In unit"", ""Dryer \u2013\u00a0In unit""]",t,2023-05-10,2024-10-28,f,46.8131,-71.21117,4.0,1.0,1.0,2.0,221.0,31.0,365,17,32,62,300,20.0,12.0,3.0,4.8,4.8,4.8,5.0,4.95,4.95,4.8,1.0,1.0,0.0,0.0,1.09
40,The Citadel | 2 Parking | Pool & BBQ | Office & AC,2015-09-03,within an hour,100%,t,t,Saint-Roch,Entire rental unit,Entire home/apt,2 baths,"[""AC - split type ductless system"", ""Crib - always at the listing"", ""Extra pillows and blankets"", ""Elevator"", ""Freezer"", ""Patio or balcony"", ""Fire extinguisher"", ""Hot water kettle"", ""Gym"", ""Dryer"", ""Essentials"", ""Smoke alarm"", ""Barbecue utensils"", ""Self check-in"", ""Clothing storage"", ""Fire pit"", ""Heating"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Bed linens"", ""Pool"", ""Dishes and silverware"", ""First aid kit"", ""High chair - always at the listing"", ""Outdoor dining area"", ""Hot water"", ""Mosquito net"", ""Hangers"", ""BBQ grill"", ""Iron"", ""Refrigerator"", ""Outdoor furniture"", ""Room-darkening shades"", ""Dedicated workspace"", ""Keypad"", ""Hair dryer"", ""Stove"", ""Coffee maker: Nespresso"", ""Washer"", ""TV"", ""Microwave"", ""Dishwasher"", ""Sun loungers"", ""Shower gel"", ""Dining table"", ""Free parking garage on premises \u2013 2 spaces"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2023-05-30,2024-09-27,f,46.81471,-71.21906,3.8,1.0,3.0,1.8,120.4,31.0,365,11,39,69,167,11.0,9.0,0.0,5.0,4.91,5.0,5.0,5.0,4.73,4.73,8.0,8.0,0.0,0.0,0.62
41,Loft Urbain à Québec (32 jours et plus),2022-02-19,within a few hours,100%,t,t,Saint-Sacrement,Entire rental unit,Entire home/apt,1 bath,"[""Central heating"", ""Radiant heating"", ""Exterior security cameras on property"", ""Extra pillows and blankets"", ""Elevator"", ""Free dryer \u2013 In unit"", ""Freezer"", ""Fire extinguisher"", ""Frigidaire refrigerator"", ""Hot water kettle"", ""Blender"", ""Essentials"", ""Portable fans"", ""Smoke alarm"", ""Barbecue utensils"", ""Self check-in"", ""Housekeeping available 4 hours a day, 1 day a week - available at extra cost"", ""Wine glasses"", ""Coffee"", ""Long term stays allowed"", ""Dishes and silverware"", ""First aid kit"", ""Outdoor dining area"", ""Free parking on premises"", ""Hot water"", ""Indoor fireplace: electric"", ""BBQ grill"", ""Room-darkening shades"", ""Paid parking on premises"", ""Washer"", ""TV"", ""Lockbox"", ""Central air conditioning"", ""Dishwasher"", ""Dining table"", ""Kitchen"", ""Wifi""]",t,2024-06-30,2024-08-09,f,46.8,-71.25423,2.0,1.0,1.0,0.0,50.0,32.0,365,0,16,46,321,2.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,1.0,1.0,0.0,0.0,0.45
42,Stylish loft great location,2024-06-05,within a day,82%,f,t,Saint-Jean-Baptiste,Entire rental unit,Entire home/apt,0 baths,"[""Exterior security cameras on property"", ""Radiant heating"", ""TV"", ""Free parking on premises"", ""Hot water"", ""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Air conditioning"", ""Dedicated workspace""]",t,2024-06-15,2024-10-24,f,46.80973,-71.22105,2.0,1.0,0.0,1.0,87.0,1.0,28,21,33,33,33,39.0,39.0,5.0,4.49,4.77,4.82,4.77,4.9,4.72,4.69,1.0,1.0,0.0,0.0,7.91
43,Chambre - Très bien située,2013-06-24,within a day,100%,f,t,Saint-Sauveur,Private room in townhouse,Private room,1 shared bath,"[""Fire extinguisher"", ""Washer"", ""TV"", ""Smoke alarm"", ""BBQ grill"", ""Kitchen"", ""Wifi"", ""Air conditioning""]",t,2024-07-14,2024-09-01,f,46.80429,-71.23666,1.0,1.0,1.0,2.0,143.2,3.0,29,0,0,0,0,3.0,3.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,0.0,0.0,0.76
44,"Art, design & confort. Maison neuve 4 chambres",2023-10-17,within an hour,100%,t,t,Quartier 4-3,Entire cottage,Entire home/apt,2.5 baths,"[""Radiant heating"", ""A shampoo"", ""Extra pillows and blankets"", ""Free street parking"", ""Board games"", ""Freezer"", ""Smart lock"", ""Cooking basics"", ""Fire extinguisher"", ""Blender"", ""Children\u2019s books and toys for ages 2-5 years old, 5-10 years old, and 10+ years old"", ""Oven"", ""Essentials"", ""Free driveway parking on premises \u2013 2 spaces"", ""Paid dryer \u2013 In unit"", ""50 inch HDTV"", ""Portable fans"", ""Coffee maker: drip coffee maker"", ""Smoke alarm"", ""Self check-in"", ""Bathtub"", ""Body soap"", ""Wine glasses"", ""Toaster"", ""Private backyard"", ""Coffee"", ""City skyline view"", ""Bed linens"", ""Books and reading material"", ""First aid kit"", ""Dishes and silverware"", ""Piano"", ""Hot water"", ""Outdoor dining area"", ""Luggage dropoff allowed"", ""Private patio or balcony"", ""Mosquito net"", ""Hangers"", ""Garden view"", ""BBQ grill"", ""Iron"", ""Refrigerator"", ""LG electric stove"", ""Outdoor furniture"", ""Room-darkening shades"", ""Dedicated workspace"", ""A conditioner"", ""A sound system"", ""Hair dryer"", ""Washer"", ""Long term stays allowed"", ""Microwave"", ""Dishwasher"", ""Shower gel"", ""Dining table"", ""Cleaning products"", ""Clothing storage: walk-in closet, closet, wardrobe, and dresser"", ""Kitchen"", ""Wifi""]",t,2023-11-25,2024-08-31,f,46.8,-71.2466061,8.0,1.0,1.4,1.8,120.4,2.0,30,0,1,1,118,24.0,24.0,0.0,4.92,4.96,4.92,5.0,4.79,4.92,4.75,1.0,1.0,0.0,0.0,2.05
